R_D,IG_TS,OG_TS,TRK_ID,TRK_KEY,CHASSIS_NO,BAT_NO,ITEM_NO,ISO,OPERATION_METHOD,EIR_ID,LANE_NO_IN,LANE_NO_OUT
D,45477.000555555554,45477.02292824074,15C33548,25763818,15R14336,33548,FANU1794067,4500,GTHA,D38650636,A03,G04
R,45477.0005787037,45477.04009259259,65H00800,25763819,65R00127,00800,KKTU6060308,2230,HBCX,R38650638,D02,G04
D,45477.0005787037,45477.04009259259,65H00800,25763819,65R00127,00800,TGBU6218485,4500,GTHA,D38650633,D02,G04
R,45477.000706018516,45477.02361111111,70F00633,25763820,70R01640,00633,CSLU2062703,2200,HBCX,R38650627,B04,E01
D,45477.00072916667,45477.04387731481,70K1619,25763821,70R02030,K1619,BEAU4495630,4500,GTHA,D38650637,A02,B09
D,45477.00083333333,45477.03625,50H05269,25763822,51R02932,05269,SNBU8193712,4500,GTHA,D38650639,G02,G04
D,45477.00085648148,45477.01986111111,50H43406,25763823,71R1045,43406,MSKU3938440,2200,GTHA,D38650640,A02,B08
D,45477.0008912037,45477.043807870374,51C65516,25763824,51R12797,65516,TGBU5338212,4500,GTHA,D38650643,B02,G04
R,45477.0008912037,45477.043807870374,51C65516,25763824,51R12797,65516,EGHU9647053,4500,HBQC,R38650641,B02,G04
R,45477.00108796296,45477.01778935185,50H02186,25763825,51R40462,02186,CAAU4011888,4530,HBCX,R38650646,E04,G04
D,45477.00108796296,45477.02893518518,51C58675,25763826,51R11005,58675,TSSU5185576,4500,GTHA,D38650642,A03,A05
R,45477.001238425924,45477.01931712963,65N2427,25763827,65R00101,N2427,SEGU9788470,4530,HBCX,R38650616,D02,G04
D,45477.001284722224,45477.02611111111,61C27358,25763828,51R18917,27358,HLBU2855329,4500,GTHA,D38650644,A02,A05
R,45477.00134259259,45477.02726851852,81C07175,25763829,61R02772,07175,EGSU3337120,2200,HBCX,R38650650,G02,G04
R,45477.001388888886,45477.008206018516,70H03455,25763830,51R27119,03455,DFSU3139077,2200,HBCX,R38650647,G02,G04
R,45477.0015625,45477.02616898148,81C07129,25763831,61R02325,07129,EGSU3186636,2200,HBCX,R38650652,G02,G04
R,45477.00157407407,45477.01960648148,51D04336,25763832,51R25026,04336,OOLU6740784,4530,HBCX,R38650651,D02,B08
D,45477.00166666666,45477.00848379629,50H01657,25763833,,01657,BMOU6855392,4500,CAPR,E38650441,E04,E01
R,45477.001863425925,45477.01974537037,81C06960,25763834,61R02367,06960,EGSU3186744,2200,HBCX,R38650655,A03,B09
R,45477.001863425925,45477.017800925925,70C19159,25763835,70R02954,19159,CAIU3360640,2200,HBCX,R38650654,A02,B09
R,45477.001967592594,45477.022627314815,81C07160,25763836,61R02378,07160,EGSU3239401,2200,HBCX,R38650656,G02,G04
R,45477.00202546296,45477.01907407407,50H01837,25763837,51R33765,01837,TCKU7682027,4500,HBCX,R38650657,A02,B08
D,45477.0021875,45477.04708333333,51C78712,25763838,51R14295,78712,PRFU5343037,2270,CRCD,D38650659,D02,E01
D,45477.0021875,45477.04708333333,51C78712,25763838,51R14295,78712,FEPU2108450,2270,CRCD,D38650660,D02,E01
R,45477.0021875,45477.04708333333,51C78712,25763838,51R14295,78712,HOTU1615550,2270,NHAR,R38650546,D02,E01
R,45477.002280092594,45477.00787037037,61E01671,25763839,61RM00191,01671,TWCU2190154,2200,HBCX,R38650662,G02,G04
R,45477.00231481482,45477.01609953704,61E02566,25763840,61R04365,02566,CSNU6318447,4500,HBCX,R38650664,A03,G04
D,45477.002337962964,45477.03542824074,50H34975,25763841,51R50269,34975,MRKU3575321,4500,GTHA,D38650653,A02,A05
D,45477.00239583333,45477.042395833334,66C03332,25763842,66R00209,03332,BEAU2595939,2200,GTHA,D38650661,B02,B09
D,45477.002546296295,45477.02280092592,51C25858,25763843,51R26474,25858,TEMU3823944,2200,GTHA,D38650665,A02,B08
D,45477.00262731482,45477.027650462966,51C40222,25763844,51R15163,40222,WHSU6486257,4500,GTHA,D38650666,A03,A05
D,45477.00262731482,45477.01097222222,51D09051,25763845,,09051,MEDU6496708,2200,CAPR,E38650645,E04,E01
R,45477.00267361111,45477.06061342593,15H00308,25763846,51R50627,00308,CXDU2228916,4500,HBCX,R38650667,B02,A05
D,45477.00267361111,45477.06061342593,15H00308,25763846,51R50627,00308,SKLU1976241,2200,GTHA,D38650669,B02,A05
R,45477.00278935185,45477.02613425926,51D93647,25763847,50RM03971,93647,TWCU2190344,2200,HBCX,R38650270,B05,E01
R,45477.002905092595,45477.02800925926,51D93675,25763848,50RM03784,93675,TWCU2197288,2200,HBCX,R38650668,B05,E01
D,45477.002916666665,45477.025983796295,51C95686,25763849,51R23950,95686,TXGU5783714,4500,GTHA,D38650658,B02,B08
R,45477.003229166665,45477.017962962964,51C22528,25763850,52R0664,22528,SEGU1509373,2200,HBCX,R38650672,A02,B08
D,45477.00346064815,45477.024502314816,62G00091,25763851,62R00975,00091,SIKU3016130,2200,GTHA,D38650670,G02,G04
R,45477.00351851852,45477.030694444446,60H19749,25763852,49R00279,19749,JNLU2243756,2200,HBCX,R38650681,A03,A05
D,45477.003587962965,45477.03065972222,71C03196,25763853,,03196,SEKU9083442,4530,CAPR,E38650648,E04,E01
R,45477.003599537034,45477.02113425926,61C21799,25763854,61R05606,21799,MSKU7989553,2200,HBCX,R38650682,B05,B08
D,45477.003599537034,45477.04814814815,50H23969,25763855,51R5364,23969,TLLU4082240,4500,CAPR,E38651273,A03,E01
R,45477.003599537034,45477.04814814815,50H23969,25763855,51R5364,23969,TIIU4062772,4500,HBCX,R38650673,A03,E01
D,45477.00361111111,45477.021944444445,93E00166,25763856,93RM00918,00166,TGBU2323564,2200,GTHA,D38650678,B02,B09
D,45477.00363425926,45477.026608796295,50E09118,25763857,51R33129,09118,EITU3176363,2200,GTHA,D38650679,D02,A05
R,45477.00373842593,45477.02380787037,60S7297,25763858,60R04603,S7297,HLBU3181205,4500,HBCX,R38650684,B05,B08
D,45477.00398148148,45477.02322916667,50H43000,25763859,51R09511,43000,DFSU1361418,2200,GTHA,D38650244,A03,A05
D,45477.00412037037,45477.01548611111,70C11045,25763860,70R01039,11045,MRKU2358609,4500,GTHA,D38650686,A03,B09
R,45477.00417824074,45477.071377314816,50H23622,25763861,51R50881,23622,SEGU1430010,2200,HBCX,R38650687,G02,B08
R,45477.00457175926,45477.03320601852,50H35423,25763862,51R08073,35423,TRLU9107487,2200,HBCX,R38650689,B05,B08
D,45477.00457175926,45477.05196759259,50H28303,25763863,51R22466,28303,ATTU2117620,2270,CRCD,D38650688,B04,B09
R,45477.00471064815,45477.02710648148,50LD16154,25763864,51R14182,16154,TEMU9058360,4530,HBQC,R38650691,D02,B09
D,45477.004791666666,45477.007581018515,62H00573,25763865,,00573,OOLU1398616,2200,CAPR,E38650541,E04,E01
D,45477.004791666666,45477.007581018515,62H00573,25763865,,00573,CSNU1929989,2200,CAPR,E38650537,E04,E01
D,45477.004849537036,45477.01516203704,51C76578,25763866,51R11893,76578,TRZU1025113,4500,GTQC,D38650690,G02,G04
R,45477.00491898148,45477.03949074074,61H08144,25763867,61R06072,08144,TWCU8072626,4500,HBCX,R38650692,A02,A05
D,45477.00491898148,45477.03949074074,61H08144,25763867,61R06072,08144,UETU2305470,2200,GTHA,D38650696,A02,A05
D,45477.0050462963,45477.037997685184,50H43808,25763868,,43808,MAGU5267186,4500,CAPR,E38650676,E04,E01
R,45477.00512731481,45477.03287037037,70E00668,25763869,,00668,DKOU2520885,2270,NHAR,R38650630,D02,E01
R,45477.005219907405,45477.06638888889,50H04702,25763870,51R24647,04702,TGBU2410123,2200,HBCX,R38650695,B02,A05
D,45477.005219907405,45477.06638888889,50H04702,25763870,51R24647,04702,UETU2165980,2200,GTHA,D38650698,B02,A05
D,45477.00524305556,45477.03638888889,61H12115,25763871,61RM00021,12115,MRSU5278984,4500,GTHA,D38650693,G02,G04
D,45477.00540509259,45477.027407407404,50H04756,25763872,50RM00736,04756,MRKU0777479,4200,GTHA,D38650697,A03,E01
R,45477.00541666667,45477.02899305556,65C09479,25763873,65R00795,09479,MEDU5885900,2200,HBCX,R38650700,A02,E01
R,45477.00546296296,45477.036527777775,61C29899,25763874,61R02031,29899,FFAU1479190,4500,HBCX,R38650699,B02,A05
D,45477.00549768518,45477.05056712963,63H01391,25763875,51R17157,01391,TIIU2241526,2200,GTHA,D38650704,E04,G04
R,45477.00549768518,45477.05056712963,63H01391,25763875,51R17157,01391,TIIU2247463,2200,NHAR,R38650674,E04,G04
R,45477.005625,45477.02408564815,50H35307,25763876,50RM01408,35307,TIIU5184190,4500,HBCX,R38650703,B02,B08
D,45477.00571759259,45477.04039351852,50H29415,25763877,50RM00554,29415,TRHU4412704,4500,GTHA,D38650701,G02,A05
R,45477.00572916667,45477.03741898148,61H06858,25763878,61R04146,06858,HALU2329700,2200,HBCX,R38650694,B04,G04
D,45477.00572916667,45477.03741898148,61H06858,25763878,61R04146,06858,ONEU1256605,4500,GTHA,D38650705,B04,G04
R,45477.00609953704,45477.02138888889,50H17611,25763879,51R11528,17611,TRHU5637496,4500,HBCX,R38650709,B02,G04
R,45477.00609953704,45477.034004629626,60H03688,25763880,60R05558,03688,TLLU4071328,4500,HBCX,R38650710,A03,A05
R,45477.00622685185,45477.03202546296,70H01077,25763881,70R00599,01077,CMAU0831668,2200,HBCX,R38650713,A02,A05
D,45477.00623842593,45477.0384837963,51C26274,25763882,51R13310,26274,TEMU7699071,4500,GTHA,D38650708,G02,A05
D,45477.00636574074,45477.030810185184,50H25589,25763883,51R34089,25589,MSKU8420598,4500,GTHA,D38650711,B05,B09
D,45477.00638888889,45477.030335648145,61H11192,25763884,61R05575,11192,HASU4355767,4500,GTHA,D38650712,D02,B09
R,45477.00640046296,45477.024930555555,50H01898,25763885,51R33699,01898,FFAU5202603,4500,HBCX,R38650717,A02,B09
D,45477.00645833334,45477.02516203704,70G00288,25763886,70R02390,00288,MRKU4285440,4500,GTHA,D38650715,B04,B09
D,45477.00649305555,45477.03513888889,61E01544,25763887,61R06501,01544,BMOU5412002,4500,GTHA,D38650707,A02,A05
D,45477.006527777776,45477.031180555554,60C14873,25763888,60R02526,14873,ZCSU6666442,4500,GTHA,D38650716,B05,B09
R,45477.00665509259,45477.98204861111,50H43494,25763889,50RM02407,43494,TEMU5676518,2200,HBQC,R38650718,B04,B02
D,45477.00680555555,45477.03638888889,50H24659,25763890,51R27179,24659,EISU2210412,2200,GTHA,D38650719,B05,A05
R,45477.00685185185,45477.03034722222,72C08633,25763891,72R01968,08633,CAXU5730073,4260,HBCX,R38650706,B02,B08
D,45477.00703703704,45477.02122685185,70H03365,25763892,70R01630,03365,TRZU1209471,4500,GTQC,D38650720,G02,G04
D,45477.007256944446,45477.04356481481,50H29777,25763893,51R51120,29777,TCKU7625691,4500,GTHA,D38650727,B02,B09
R,45477.007256944446,45477.04356481481,50H29777,25763893,51R51120,29777,MSKU8578602,4500,HBCX,R38650721,B02,B09
R,45477.00729166667,45477.02546296296,61C46062,25763894,61R01908,46062,WHSU6469244,4500,HBCX,R38650722,A02,A05
D,45477.00748842592,45477.036157407405,50H17523,25763895,50R03908,17523,FCIU4728611,2200,GTHA,D38650724,E04,B08
D,45477.00751157408,45477.040625,50LD20654,25763896,51R09575,20654,FFAU1730768,4500,GTHA,D38650723,G02,E01
D,45477.00759259259,45477.05866898148,60H06371,25763897,51R03969,06371,EITU1814556,4500,CAPR,E38651365,B05,E01
R,45477.00759259259,45477.05866898148,60H06371,25763897,51R03969,06371,TCNU8683275,4500,HBCX,R38650728,B05,E01
D,45477.007627314815,45477.104166666664,51C60696,25763898,,60696,SEGU6412299,4500,CAPR,E38650714,E04,E01
D,45477.00766203704,45477.030706018515,51C44147,25763899,51R08124,44147,TLLU7583945,4500,GTHA,D38650725,D02,G04
R,45477.007789351854,45477.03496527778,72LD00981,25763900,72R02455,00981,REGU1237762,2200,HBCX,R38650732,A02,B08
D,45477.007789351854,45477.03496527778,72LD00981,25763900,72R02455,00981,WHSU2229728,2200,GTHA,D38650736,A02,B08
D,45477.00782407408,45477.02694444444,51C46285,25763901,51R16193,46285,SEGU1953243,2200,GTHA,D38650729,B04,B08
R,45477.00784722222,45477.03303240741,70C10230,25763902,70R00508,10230,CICU6029374,2200,HBCX,R38650734,A03,G04
D,45477.00787037037,45477.03376157407,51D10368,25763903,51R05267,10368,MSDU4115820,4200,GTHA,D38650731,G02,B08
D,45477.00787037037,45477.03210648148,51C92681,25763904,51R25392,92681,CMAU4268911,4500,GTHA,D38650730,A03,B09
R,45477.007893518516,45477.03631944444,51D07391,25763905,51R30440,07391,SEGU3211454,2200,HBCX,R38650735,G02,G04
D,45477.008043981485,45477.02097222222,61C08844,25763906,61R05651,08844,CCLU7466918,4500,GTHA,D38650733,B02,B08
R,45477.00822916667,45477.250127314815,51D46837,25763907,51R17377,46837,MSKU9583326,4500,HBCX,R38650726,A03,B06
R,45477.008263888885,45477.03,51D60206,25763908,51R22972,60206,YMLU5399767,4530,HBCX,R38650738,E04,E01
D,45477.008310185185,45477.12170138889,50H44644,25763909,50RM02416,44644,MRKU4251820,4500,GTHA,D38650737,A02,E01
R,45477.008414351854,45477.05002314815,51C75695,25763910,51R09543,75695,GAOU6012930,4500,HBCX,R38650739,B04,A05
D,45477.008414351854,45477.05002314815,51C75695,25763910,51R09543,75695,TGBU2351740,2200,GTHA,D38650743,B04,A05
D,45477.00861111111,45477.034004629626,51D07852,25763911,51R18276,07852,WHSU5865214,4500,GTHA,D38650741,D02,B08
R,45477.008680555555,45477.03988425926,61C17497,25763912,61R01220,17497,TLLU5419634,4500,HBCX,R38650740,B05,B08
D,45477.00875,45477.034537037034,51D10031,25763913,51R33859,10031,TCKU7082790,4500,GTHA,D38650746,B02,B08
R,45477.00885416667,45477.030486111114,63F00621,25763914,61R02839,00621,TCLU6898770,2200,HBCX,R38650749,B02,B08
D,45477.008877314816,45477.025358796294,51C45770,25763915,51R04937,45770,EGHU3166976,2200,GTHA,D38650748,A03,B09
D,45477.009039351855,45477.025613425925,50H16759,25763916,51R31091,16759,SKLU1661199,2200,GTHA,D38650747,A02,G04
R,45477.00923611111,45477.033738425926,79C12050,25763917,79R00545,12050,CMAU2157360,2200,HBCX,R38650751,A02,B08
D,45477.009247685186,45477.050208333334,70H04527,25763918,70R02343,04527,TLLU2885270,2200,GTHA,D38650744,A02,G04
D,45477.009247685186,45477.050208333334,70H04527,25763918,70R02343,04527,FCIU6156984,2200,GTHA,D38650745,A02,G04
D,45477.009247685186,45477.02605324074,51D40113,25763919,51R32349,40113,TGBU7134882,4500,GTHA,D38650750,A03,G04
R,45477.00934027778,45477.02836805556,51D15862,25763920,15R08676,15862,MSKU0777151,4500,HBCX,R38650752,G02,G04
R,45477.00939814815,45477.02210648148,61H04245,25763921,61R05120,04245,PONU0405107,2200,HBCX,R38650754,B02,B09
R,45477.00945601852,45477.0428125,70H03698,25763922,51R34476,03698,BEAU4854767,4500,HBCX,R38650755,B04,E01
D,45477.009664351855,45477.04440972222,51C92568,25763923,51R08647,92568,TSSU5159140,4500,GTHA,D38650756,B05,A05
R,45477.009664351855,45477.04440972222,51C92568,25763923,51R08647,92568,CAAU5529790,4500,HBCX,R38650757,B05,A05
R,45477.00989583333,45477.04497685185,50LD06541,25763924,50R00847,06541,TXGU7390486,4500,HBCX,R38650759,A03,B09
D,45477.01012731482,45477.030798611115,51C66746,25763925,60R04031,66746,SKHU5640473,4260,GTHA,D38650760,B04,B08
R,45477.01012731482,45477.02358796296,51D63949,25763926,51R26440,63949,TGBU8887371,4500,HBCX,R38650761,B05,G04
D,45477.010613425926,45477.040810185186,50H43702,25763927,51R02860,43702,HAHU5031706,4500,GTHA,D38650764,A03,B09
R,45477.010659722226,45477.05568287037,50H15404,25763928,50R02785,15404,GAOU2034253,2200,HBQC,R38650766,B02,E01
D,45477.010659722226,45477.05568287037,50H15404,25763928,50R02785,15404,SEGU3547578,2200,CAPR,E38651049,B02,E01
R,45477.010671296295,45477.04770833333,51D48474,25763929,51R17475,48474,EITU1370554,4500,HBCX,R38650767,A02,A05
D,45477.010671296295,45477.035208333335,50H15025,25763930,51R12755,15025,HLXU8484367,4500,GTHA,D38650765,G02,G04
D,45477.01074074074,45477.047581018516,51C67433,25763931,51R24626,67433,FTAU1773345,2200,GTHA,D38650117,B04,A05
R,45477.010775462964,45477.049155092594,50H20479,25763932,51R11320,20479,TWCU2159225,2200,HBQC,R38650758,B02,A05
D,45477.010787037034,45477.032743055555,60C55768,25763933,51R07401,55768,TRHU2626435,2200,GTHA,D38607308,E04,A05
R,45477.01086805556,45477.02868055556,70G00257,25763934,70R01119,00257,FCIU6071418,2200,HBCX,R38650769,G02,G04
D,45477.01096064815,45477.02646990741,51C54521,25763935,51R27687,54521,OOCU0370789,2200,GTHA,D38650768,A02,G04
R,45477.01116898148,45477.04467592593,51C95342,25763936,51R21772,95342,SKHU9610380,4500,HBCX,R38650771,A03,B09
R,45477.01127314815,45477.489328703705,51C62827,25763937,51R14510,62827,EISU8491786,4500,HBCX,R38650772,B02,B09
D,45477.01127314815,45477.489328703705,51C62827,25763937,51R14510,62827,CSNU6862701,4500,GTHA,D38650775,B02,B09
R,45477.011354166665,45477.04033564815,70C00615,25763938,70R01715,00615,CSLU2241165,2200,HBCX,R38650774,B04,E01
D,45477.011469907404,45477.04765046296,50H35071,25763939,51R13413,35071,TRHU3383601,2200,GTHA,D38650773,A02,G04
R,45477.011608796296,45477.04251157407,50H08743,25763940,51R17815,08743,SZLU9920759,4530,HBCX,R38650753,D02,B09
R,45477.01170138889,45477.03266203704,70C05751,25763941,70R00921,05751,JNLU2244475,2200,HBCX,R38650777,B05,A05
D,45477.011724537035,45477.04571759259,50H06728,25763942,51R25167,06728,TRHU7683145,4500,GTHA,D38650776,A02,A05
D,45477.01185185185,45477.04483796296,51D17678,25763943,51R15086,17678,DRYU2210966,2200,GTHA,D38650779,E04,B09
R,45477.01185185185,45477.04483796296,51D17678,25763943,51R15086,17678,EMCU6146284,2200,NHAR,R38650763,E04,B09
R,45477.01189814815,45477.051724537036,51C88920,25763944,51R15266,88920,SLSU2096321,2200,HBQC,R38650782,B04,E01
D,45477.011979166666,45477.041238425925,50H28617,25763945,61R04263,28617,BMOU4232006,4500,GTHA,D38650781,A03,E01
D,45477.01221064815,45477.04418981481,50H25610,25763946,61R03354,25610,TIIU4677231,4500,GTHA,D38650778,B02,A05
R,45477.01222222222,45477.04653935185,51D13084,25763947,51R18647,13084,BMOU4164283,4500,HBCX,R38650786,A03,B08
D,45477.01222222222,45477.04653935185,51D13084,25763947,51R18647,13084,CCLU7318079,4500,GTHA,D38650789,A03,B08
D,45477.01228009259,45477.050046296295,71C06660,25763948,71R00059,06660,WHSU5119637,4500,CAPR,E38651162,D02,E01
R,45477.01228009259,45477.050046296295,71C06660,25763948,71R00059,06660,SZLU9912183,4530,HBCX,R38650788,D02,E01
D,45477.01237268518,45477.04366898148,50H27784,25763949,51R31680,27784,YMMU4028847,4200,GTHA,D38650785,B04,B09
D,45477.01241898148,45477.06217592592,50H01865,25763950,51R33744,01865,PCIU9394944,4500,GTHA,D38650787,G02,A05
R,45477.01241898148,45477.030694444446,50H35202,25763951,51R33804,35202,EGHU9832909,4500,HBCX,R38650791,G02,G04
D,45477.01243055556,45477.054444444446,50H31731,25763952,51R33957,31731,TCLU3018233,2200,GTHA,D38650770,B02,B09
R,45477.012650462966,45477.03295138889,93H01808,25763953,93R00783,01808,MRKU9614913,2200,HBCX,R38650792,A02,A05
R,45477.012650462966,45477.02458333333,70H01909,25763954,50R02465,01909,TEMU3261868,2200,HBCX,R38650793,B02,G04
R,45477.012650462966,45477.029398148145,51D30715,25763955,51R09091,30715,EMCU5713275,4530,HBCX,R38650794,D02,B08
D,45477.01275462963,45477.03013888889,50H13020,25763956,51R34422,13020,EMCU8729737,4500,GTHA,D38650790,B05,B08
R,45477.012777777774,45477.03181712963,51C18395,25763957,51R13777,18395,BMOU4970611,4500,HBCX,R38650797,A02,G04
D,45477.01288194444,45477.048472222225,50H01887,25763958,51R21051,01887,TRHU4219418,4500,GTHA,D38650796,G02,B08
D,45477.01293981481,45477.05224537037,51C93772,25763959,50R00035,93772,SITU2599873,2200,CAPR,E38651102,A03,E01
R,45477.01293981481,45477.05224537037,51C93772,25763959,50R00035,93772,EISU8260494,4500,HBCX,R38650783,A03,E01
D,45477.01306712963,45477.03671296296,61C28946,25763960,60R02633,28946,WHSU6252330,4500,GTHA,D38650798,G02,B09
D,45477.0131712963,45477.029756944445,50H19858,25763961,51R23755,19858,FCIU4363508,2200,GTHA,D38650800,D02,B08
D,45477.01321759259,45477.03747685185,50H11741,25763962,50RM03138,11741,FTAU1038783,2200,GTHA,D38650801,A02,A05
R,45477.01342592593,45477.03277777778,50H29539,25763963,51R32122,29539,EGHU3676882,2200,HBCX,R38650795,B04,B08
R,45477.01351851852,45477.04451388889,51C45801,25763964,51R09361,45801,ECMU8152835,9500,HBCX,R38650804,G02,G04
D,45477.01359953704,45477.02578703704,50H04526,25763965,51R18523,04526,SEGU2514287,2200,GTHA,D38650802,B02,B08
R,45477.0137962963,45477.05013888889,51D38108,25763966,51R34136,38108,CAIU6545946,2200,HBCX,R38650848,A03,B09
D,45477.0137962963,45477.05013888889,51D38108,25763966,51R34136,38108,SEGU1836801,2200,GTHA,D38650805,A03,B09
R,45477.01390046296,45477.04056712963,51C98005,25763967,,98005,TCNU2336495,4500,NHAR,R38650762,E04,E01
R,45477.01400462963,45477.034583333334,61H12628,25763968,61R06818,12628,OTPU6269019,4530,HBCX,R38650888,E04,G04
D,45477.01400462963,45477.034583333334,61H12628,25763968,61R06818,12628,FFAU3094198,4500,GTHA,D38650808,E04,G04
R,45477.014016203706,45477.034270833334,51C92374,25763969,50RM02109,92374,EITU9012789,4500,HBCX,R38650812,B02,G04
D,45477.014027777775,45477.02444444445,51D22567,25763970,51R6969,22567,CSNU1802818,2200,GTHA,D38650809,B02,B08
D,45477.01405092593,45477.03650462963,70H00398,25763971,70R00609,00398,MSDU7629968,4500,GTHA,D38650810,A02,B08
R,45477.01417824074,45477.04246527778,51C26046,25763972,51R01643,26046,MRSU6244973,4500,HBCX,R38650818,B02,G04
R,45477.01431712963,45477.02365740741,70H04729,25763973,70R02221,04729,TWCU2137801,2200,HBCX,R38650851,E04,G04
R,45477.014328703706,45477.04618055555,51C21513,25763974,51R33814,21513,GAOU2040364,2200,HBQC,R38650855,B02,B08
D,45477.0144212963,45477.03487268519,50H08397,25763975,51R26165,08397,SGRU5009440,4500,GTHA,D38650841,B05,G04
D,45477.01449074074,45477.0369212963,70H00837,25763976,70R02117,00837,TRHU7510978,4500,GTHA,D38650862,A02,B09
D,45477.014548611114,45477.0403125,50H45797,25763977,51R15318,45797,BEAU6416440,4500,GTHA,D38650876,A03,B09
D,45477.01464120371,45477.03888888889,51C78116,25763978,51R32999,78116,TXGU6006977,4500,GTHA,D38650813,A02,A05
R,45477.0146875,45477.031319444446,70H03455,25763979,51R27119,03455,NLLU9008019,2200,HBCX,R38650877,G02,G04
R,45477.01483796296,45477.032326388886,50H23427,25763980,51R50973,23427,TGBU6651577,4500,HBCX,R38650878,B02,B08
R,45477.01488425926,45477.02982638889,50H45005,25763981,,45005,BHCU3210787,2200,NHAR,R38650799,D02,G04
D,45477.015023148146,45477.03859953704,60H06126,25763982,60R03948,06126,SKHU8914958,4500,GTHA,D38650879,A02,G04
D,45477.01513888889,45477.03612268518,62H03382,25763983,,03382,WHLU0513370,2200,CAPR,E38650811,E04,E01
D,45477.01513888889,45477.03612268518,62H03382,25763983,,03382,WHSU2010215,2200,CAPR,E38650807,E04,E01
D,45477.01513888889,45477.04126157407,51D05290,25763984,51R26506,05290,MTCU2522105,2270,CRCD,D38650880,B05,E01
R,45477.01534722222,45477.03585648148,50LD15842,25763985,50R02245,15842,TRHU8690278,4500,HBCX,R38650884,G02,B08
D,45477.015381944446,45477.03210648148,50H08452,25763986,51R25226,08452,OCGU8025692,4500,GTHA,D38650881,B02,B08
R,45477.01546296296,45477.04608796296,51C48375,25763987,51R11325,48375,TWCU8100501,4500,HBCX,R38650887,D02,G04
D,45477.01546296296,45477.02866898148,50H23365,25763988,51R03107,23365,YMMU6547369,4500,GTHA,D38650883,B05,B08
R,45477.015625,45477.04959490741,70H00340,25763989,51R10706,00340,FSCU7163478,4500,HBCX,R38650890,B05,E01
D,45477.015625,45477.04959490741,70H00340,25763989,51R10706,00340,CSNU1297418,2200,GTHA,D38643064,B05,E01
R,45477.01572916667,45477.06586805556,51C57788,25763990,50RM01506,57788,EITU1260639,4500,HBCX,R38650893,A03,B09
D,45477.01572916667,45477.06586805556,51C57788,25763990,50RM01506,57788,CAAU5358803,4500,GTHA,D38650894,A03,B09
R,45477.01572916667,45477.05763888889,51D37940,25763991,51R15476,37940,CAAU2464252,2200,HBCX,R38650891,E04,E01
D,45477.01572916667,45477.05763888889,51D37940,25763991,51R15476,37940,FCIU5156188,2200,GTHA,D38650896,E04,E01
D,45477.01587962963,45477.097604166665,72C09324,25763992,72R01515,09324,YMMU6578499,4500,GTHA,D38650892,A02,B09
D,45477.01600694445,45477.04133101852,70C05558,25763993,70R02317,05558,SEGU4418410,4500,GTHA,D38650895,B04,B09
D,45477.016018518516,45477.05609953704,50H04667,25763994,51R10012,04667,FFAU4141859,4500,GTHA,D38650902,B02,E01
R,45477.016018518516,45477.05609953704,50H04667,25763994,51R10012,04667,TIIU2336262,2200,HBCX,R38650898,B02,E01
R,45477.01608796296,45477.04418981481,51D64585,25763995,51R23975,64585,SZLU9705890,4530,HBQC,R38650900,D02,B09
R,45477.01609953704,45477.035833333335,50H01640,25763996,51R13682,01640,TXGU5694957,4500,HBCX,R38650889,A03,E01
D,45477.01611111111,45477.0384375,50H45404,25763997,51R23413,45404,BMOU1395801,2200,GTHA,D38650901,A02,G04
D,45477.016168981485,45477.037523148145,50H23667,25763998,50R04395,23667,MRSU0352395,2200,GTHA,D38650897,A03,B08
D,45477.0162037037,45477.059328703705,51C66921,25763999,51R03428,66921,SUDU8971510,4500,GTHA,D38650899,G02,B09
D,45477.01636574074,45477.075949074075,51D47476,25764000,51R11119,47476,WHLU7431485,2230,CAPR,E38651598,D02,E01
R,45477.01636574074,45477.075949074075,51D47476,25764000,51R11119,47476,FSCU5913043,4530,HBCX,R38650904,D02,E01
D,45477.016550925924,45477.04177083333,51C57432,25764001,51R03905,57432,EGHU8427590,4500,GTHA,D38650905,A03,B09
R,45477.01658564815,45477.045335648145,51C71945,25764002,61R00961,71945,IAAU1802160,4500,HBQC,R38650907,B02,B08
R,45477.016689814816,45477.02716435185,70E00210,25764003,70R01042,00210,XYLU1371173,2200,HBCX,R38650910,E04,E01
R,45477.016747685186,45477.03091435185,70C05997,25764004,60R02557,05997,WBPU2017007,2200,HBCX,R38650911,A02,B09
D,45477.01679398148,45477.05375,29H47007,25764005,51R10522,47007,OOLU0341431,2200,GTHA,D38650906,A02,A05
D,45477.01679398148,45477.05375,29H47007,25764005,51R10522,47007,YMMU1043576,2200,GTHA,D38650915,A02,A05
R,45477.01689814815,45477.04040509259,50H17825,25764006,51R00720,17825,DJLU5018440,4500,HBCX,R38650913,A03,B08
D,45477.01694444445,45477.05671296296,72H00271,25764007,72R03096,00271,NSSU0075122,2200,GTHA,D38650909,G02,B09
D,45477.01694444445,45477.04734953704,50LD07423,25764008,50R00771,07423,TCLU9304620,4500,GTHA,D38650908,D02,A05
R,45477.017013888886,45477.06928240741,61H03571,25764009,61R04153,03571,TEMU8964550,4500,HBCX,R38650916,B05,B09
D,45477.017013888886,45477.06928240741,61H03571,25764009,61R04153,03571,KMTU7440458,2200,GTHA,D38650921,B05,B09
